"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)","Raridade (M R U C)","Cor (W U B R G M A L)",Extras,"Card #",Comentario
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Alvorecer de Uma Nova Era","Dawn of a New Age",1,NM,PTEN,M,W,,5,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Amoque Uruk-hai","Uruk-hai Berserker",1,NM,PTEN,C,B,,112,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Anduril, Chama do Oeste","Anduril, Flame of the West",1,NM,PTEN,M,C,,236,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Anel de Bilbo","Bilbo's Ring",1,NM,PTEN,R,C,,298,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Apaziguamento de Smeagol","Soothing of Smeagol",1,NM,PTEN,C,U,,70,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Aragorn e Arwen, Casados","Aragorn and Arwen, Wed",1,NM,PTEN,M,M,,287,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Aragorn, Lider da Sociedade","Aragorn, Company Leader",1,NM,PTEN,R,M,,191,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Aragorn, o Unificador","Aragorn, the Uniter",1,NM,PTEN,M,M,,192,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Aranha da Floresta das Trevas","Mirkwood Spider",1,NM,PTEN,C,G,,178,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Arco Galadhrim","Galadhrim Bow",1,NM,PTEN,C,G,,167,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Artimanhas de Saruman","Saruman's Trickery",1,NM,PTEN,U,U,,68,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Arwen Undomiel","Arwen Undomiel",1,NM,PTEN,U,M,,194,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Arwen, Rainha Mortal","Arwen, Mortal Queen",1,NM,PTEN,M,M,,193,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ascensao do Rei-bruxo","Rise of the Witch-King",1,NM,PTEN,U,M,,221,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Assombracao dos Pantanos Mortos","Haunt of the Dead Marshes",1,NM,PTEN,C,B,,90,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Atalaia de Lothlorien","Lothlorien Lookout",1,NM,PTEN,C,G,,175,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Atalho para os Cogumelos","Shortcut to Mushrooms",1,NM,PTEN,U,G,,187,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ataque a Osgiliath","Assault on Osgiliath",1,NM,PTEN,R,R,,285,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Aterrorizante como a Tempestade","Dreadful as the Storm",1,NM,PTEN,C,U,,48,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bacia de Elixir de Ent","Ent-Draught Basin",1,NM,PTEN,U,C,,238,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bandidagem Descarada","Spiteful Banditry",1,NM,PTEN,M,R,,149,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Banir de Edoras","Banish from Edoras",1,NM,PTEN,C,W,,1,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,,Barad-dur,1,NM,PTEN,R,L,,253,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bilbo, Ladrao Aposentado","Bilbo, Retired Burglar",1,NM,PTEN,U,M,,196,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bill Samambaia, Vigarista de Bree","Bill Ferny, Bree Swindler",1,NM,PTEN,U,U,,42,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bill, o Ponei","Bill the Pony",1,NM,PTEN,U,W,,3,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Boromir, Guardiao da Torre","Boromir, Warden of the Tower",1,NM,PTEN,R,W,,4,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Bravura de Pippin","Pippin's Bravery",1,NM,PTEN,C,G,,182,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Caes de Guarda dos Cogumelos","Mushroom Watchdogs",1,NM,PTEN,C,G,,180,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Caminheiros de Ithilien","Rangers of Ithilien",1,NM,PTEN,R,U,,66,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Caminheiros Dunedain","Dunedain Rangers",1,NM,PTEN,U,G,,159,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cancao de Bombadil","Bombadil's Song",1,NM,PTEN,C,G,,154,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Capita de Umbar","Captain of Umbar",1,NM,PTEN,C,U,,45,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Carrapicho, Estalajadeiro de Bree","Butterbur, Bree Innkeeper",1,NM,PTEN,U,M,,197,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Carregado pelo Vento","Borne Upon a Wind",1,NM,PTEN,R,U,,44,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Carregador de Bolsao","Bag End Porter",1,NM,PTEN,C,G,,153,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cavaleiro da Bastilha","Knight of the Keep",1,NM,PTEN,C,W,,291,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cavaleiro da Marca Oriental","East-Mark Cavalier",1,NM,PTEN,C,W,,9,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cavaleiros de Dol Amroth","Knights of Dol Amroth",1,NM,PTEN,C,U,,59,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cavalos do Bruinen","Horses of the Bruinen",1,NM,PTEN,U,U,,55,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ceifeira Tuk","Took Reaper",1,NM,PTEN,C,W,,35,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Celeborn, o Sabio","Celeborn the Wise",1,NM,PTEN,U,G,,156,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Cercados por Orcs","Surrounded by Orcs",1,NM,PTEN,C,U,,73,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Chama de Anor","Flame of Anor",1,NM,PTEN,R,M,,203,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Chamado da Ilha Perdida","Lost Isle Calling",1,NM,PTEN,R,U,,61,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Chamado do Anel","Call of the Ring",1,NM,PTEN,R,B,,79,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Charcote, Tirano do Condado","Sharkey, Tyrant of the Shire",1,NM,PTEN,R,M,,229,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Chuva de Flechas","Shower of Arrows",1,NM,PTEN,C,G,,188,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Colete de Mithril","Mithril Coat",1,NM,PTEN,R,C,,245,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Colocar o Anel","Slip On the Ring",1,NM,PTEN,C,W,,31,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Condestavel do Condado","Shire Shirriff",1,NM,PTEN,U,W,,30,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Convocacao das Sombras","Shadow Summoning",1,NM,PTEN,U,M,,226,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Coro Elfico","Elven Chorus",1,NM,PTEN,R,G,,160,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Crebain da Terra Parda","Dunland Crebain",1,NM,PTEN,C,B,,82,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Dadiva de Arwen","Arwen's Gift",1,NM,PTEN,C,U,,39,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Dadiva dos Fios","Gift of Strands",1,NM,PTEN,U,G,,170,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Deliberacao do Conselho","Council's Deliberation",1,NM,PTEN,U,U,,46,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Demonstracao de Poder","Display of Power",1,NM,PTEN,R,R,,119,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Denethor, Regente Governante","Denethor, Ruling Steward",1,NM,PTEN,U,M,,198,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Desmatar a Floresta Ent","Hew the Entwood",1,NM,PTEN,M,R,,136,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Destemidos de Osgiliath","Stalwarts of Osgiliath",1,NM,PTEN,C,W,,33,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,,"Eagle of Deliverance",1,NM,PTEN,R,W,,824,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Elanor Jardineiro","Elanor Gardner",1,NM,PTEN,R,G,,286,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Elfos do Encontro Fortuito","Chance-Met Elves",1,NM,PTEN,C,G,,157,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Elrond, Mestre da Cura","Elrond, Master of Healing",1,NM,PTEN,R,M,,200,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Elrond, Senhor de Valfenda","Elrond, Lord of Rivendell",1,NM,PTEN,U,U,,49,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Emboscada de Laracna","Shelob's Ambush",1,NM,PTEN,C,B,,108,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Enganar o Mensageiro","Deceive the Messenger",1,NM,PTEN,C,U,,47,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ensopar os Coelhos","Stew the Coneys",1,NM,PTEN,U,G,,189,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ent Generoso","Generous Ent",1,NM,PTEN,C,G,,169,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Envelope Herdado","Inherited Envelope",1,NM,PTEN,C,C,,242,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Enxame de Moria","Swarming of Moria",1,NM,PTEN,C,R,,150,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Eomer da Marca dos Cavaleiros","Eomer of the Riddermark",1,NM,PTEN,U,R,,121,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Eomer, Marechal de Rohan","Eomer, Marshal of Rohan",1,NM,PTEN,R,R,,120,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Eowyn, Cavaleira Destemida","Eowyn, Fearless Knight",1,NM,PTEN,R,M,,201,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Eowyn, Senhora de Rohan","Eowyn, Lady of Rohan",1,NM,PTEN,U,W,,10,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Erkenbrand, Senhor do Folde Ocidental","Erkenbrand, Lord of Westfold",1,NM,PTEN,U,R,,123,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Escudeiro do Rei","Esquire of the King",1,NM,PTEN,C,W,,13,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Esmagador Olog-hai","Olog-hai Crusher",1,NM,PTEN,C,R,,140,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Espantalho do Condado","Shire Scarecrow",1,NM,PTEN,C,C,,249,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Espectros do Anel",Ringwraiths,1,NM,PTEN,R,B,,284,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Espelho de Galadriel","Mirror of Galadriel",1,NM,PTEN,U,C,,244,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Estafeta de Gondor","Errand-Rider of Gondor",1,NM,PTEN,C,W,,11,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fangorn, Pastor das Arvores","Fangorn, Tree Shepherd",1,NM,PTEN,R,G,,166,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Faramir, Comandante de Campo","Faramir, Field Commander",1,NM,PTEN,U,W,,14,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Faramir, Principe de Ithilien","Faramir, Prince of Ithilien",1,NM,PTEN,R,M,,202,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fazendeira do Brandevin","Brandywine Farmer",1,NM,PTEN,C,G,,155,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fazendeiro da Quarta Leste","Eastfarthing Farmer",1,NM,PTEN,C,W,,8,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fera Atroz Voraz","Voracious Fell Beast",1,NM,PTEN,U,B,,113,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fera de Guerra de Gorgoroth","Warbeast of Gorgoroth",1,NM,PTEN,C,R,,152,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ferida de Punhal de Morgul","Morgul-Knife Wound",1,NM,PTEN,C,B,,98,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ferroada do Hobbit","Hobbit's Sting",1,NM,PTEN,C,W,,20,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Ferroada, o Punhal Reluzente","Sting, the Glinting Dagger",1,NM,PTEN,R,C,,250,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fim da Querela","Quarrel's End",1,NM,PTEN,C,R,,141,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fim Terrivel","Nasty End",1,NM,PTEN,C,B,,99,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Flamiferreira de Erebor","Erebor Flamesmith",1,NM,PTEN,C,R,,122,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Florescimento da Arvore Branca","Flowering of the White Tree",1,NM,PTEN,R,W,,15,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#270)","Forest (#270)",1,NM,PTEN,C,L,,270,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#271)","Forest (#271)",1,NM,PTEN,C,L,,271,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#280)","Forest (#280)",1,NM,PTEN,C,L,,280,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#281)","Forest (#281)",1,NM,PTEN,C,L,,281,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#721)","Forest (#721)",1,NM,PTEN,C,L,,721,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Floresta (#722)","Forest (#722)",1,NM,PTEN,C,L,,722,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fogo de Orthanc","Fire of Orthanc",1,NM,PTEN,C,R,,127,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fogos do Monte da Perdicao","Fires of Mount Doom",1,NM,PTEN,R,R,,294,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Foguetes do Mago","Wizard's Rockets",1,NM,PTEN,C,C,,252,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Frasco de Galadriel","Phial of Galadriel",1,NM,PTEN,R,C,,248,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Frodo Bolseiro","Frodo Baggins",1,NM,PTEN,U,M,,205,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Frodo, Heroi Determinado","Frodo, Determined Hero",1,NM,PTEN,R,W,,289,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Frodo, Ruina de Sauron","Frodo, Sauron's Bane",1,NM,PTEN,R,W,,18,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fruta d'Ouro, Filha do Rio","Goldberry, River-Daughter",1,NM,PTEN,R,U,,52,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fuga de Orthanc","Escape from Orthanc",1,NM,PTEN,C,W,,12,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Fuga do Aniversario","Birthday Escape",1,NM,PTEN,C,U,,43,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Furia de Gimli","Gimli's Fury",1,NM,PTEN,C,R,,131,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Furia do Ent","Ent's Fury",1,NM,PTEN,C,G,,164,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Galadriel de Lothlorien","Galadriel of Lothlorien",1,NM,PTEN,R,M,,206,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Galadriel, a Generosa","Galadriel, Gift-Giver",1,NM,PTEN,R,G,,296,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Gandalf, Amigo do Condado","Gandalf, Friend of the Shire",1,NM,PTEN,U,U,,50,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Gandalf, Cavaleiro Branco","Gandalf, White Rider",1,NM,PTEN,R,W,,290,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Gandalf, o Branco","Gandalf the White",1,NM,PTEN,M,W,,19,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Gandalf, o Cinza","Gandalf the Grey",1,NM,PTEN,R,M,,207,
"O Senhor dos Anéis: Contos da Terra Média","Lord of the Rings: Tales of Middle-Earth",ltr,"Gimli, Contador de Abates","Gimli, Counter of Kills",1,NM,PTEN,U,R,,129,
